order_id,order_date,province,city,sales_channel,customer_segment,product_category,product_name,units,unit_price_lkr,discount_pct,revenue_lkr,cost_lkr,profit_lkr,payment_method,delivery_days,customer_rating,returned,promotion
LM26-0170,2026-04-27,Central,Matale,Online,Consumer,Home,Rice Cooker,2,13990,0.05,26581,18800,7781,Digital Wallet,4,4,No,Weekend Deal
LM26-0171,2026-01-15,Eastern,Trincomalee,Store,Corporate,Sports,Yoga Mat,2,4490,0.15000000000000002,7633,4200,3433,Cash on Delivery,0,5,No,New Year
LM26-0172,2026-01-22,Sabaragamuwa,Kegalle,Online,Corporate,Fashion,Backpack,4,7490,0.2,23968,15200,8768,Bank Transfer,2,4,No,Weekend Deal
LM26-0173,2026-06-19,Western,Negombo,Store,Small Business,Beauty,Skin Care Set,1,8990,0.2,7192,4400,2792,Debit Card,0,5,No,App Exclusive
LM26-0174,2026-01-11,Sabaragamuwa,Ratnapura,Mobile App,Corporate,Electronics,Bluetooth Speaker,1,9990,0.05,9491,6448,3043,Debit Card,2,4,Yes,None
LM26-0175,2026-06-01,Western,Negombo,Store,Small Business,Fashion,Backpack,4,7490,0.15,25466,15200,10266,Debit Card,0,5,No,Weekend Deal
LM26-0176,2026-02-14,Uva,Monaragala,Mobile App,Corporate,Fashion,Casual Shirt,1,4990,0.25,3743,2250,1493,Credit Card,4,4,No,App Exclusive
LM26-0177,2026-05-26,Sabaragamuwa,Kegalle,Online,Consumer,Sports,Cricket Bat,1,12990,0,12990,7600,5390,Bank Transfer,3,5,No,None
LM26-0178,2026-02-13,Northern,Kilinochchi,Store,Small Business,Beauty,Hair Dryer,2,7990,0,15980,9400,6580,Bank Transfer,0,4,No,None
LM26-0179,2026-03-25,Central,Kandy,Store,Consumer,Beauty,Skin Care Set,3,8990,0.05,25622,13200,12422,Digital Wallet,0,5,No,None
LM26-0180,2026-03-18,Sabaragamuwa,Kegalle,Online,Consumer,Home,Table Lamp,4,5990,0.1,21564,12600,8964,Bank Transfer,8,2,Yes,New Year
LM26-0181,2026-02-08,North Western,Puttalam,Store,Small Business,Beauty,Skin Care Set,1,8990,0.2,7192,4400,2792,Debit Card,0,5,No,Weekend Deal
LM26-0182,2026-06-30,Northern,Kilinochchi,Mobile App,Consumer,Home,Air Fryer,2,24990,0,49980,35400,14580,Digital Wallet,8,4,No,None
LM26-0183,2026-05-31,Western,Colombo,Online,Consumer,Electronics,Wireless Earbuds,1,12990,0.05,12341,8528,3813,Debit Card,2,5,No,None
LM26-0184,2026-02-15,Western,Negombo,Mobile App,Consumer,Electronics,Wireless Earbuds,3,12990,0,38970,25584,13386,Digital Wallet,1,4,No,None
LM26-0185,2026-02-12,North Central,Polonnaruwa,Store,Corporate,Electronics,Wireless Earbuds,2,12990,0.2,20784,17056,3728,Cash on Delivery,0,,No,New Year
LM26-0186,2026-06-09,Central,Kandy,Store,Corporate,Fashion,Backpack,4,7490,0.2,23968,15200,8768,Digital Wallet,0,5,No,Weekend Deal
LM26-0187,2026-01-14,Western,Kalutara,Online,Consumer,Home,Rice Cooker,4,13990,0.1,50364,37600,12764,Digital Wallet,2,4,No,App Exclusive
LM26-0188,2026-06-28,Western,Kalutara,Mobile App,Consumer,Sports,Dumbbell Set,4,15990,0.15,54366,39200,15166,Debit Card,5,3,No,New Year
LM26-0189,2026-03-19,Eastern,Batticaloa,Store,Consumer,Sports,Yoga Mat,4,4490,0.2,14368,8400,5968,Credit Card,0,4,No,Weekend Deal
LM26-0190,2026-04-02,North Central,Polonnaruwa,Online,Consumer,Home,Table Lamp,2,5990,0.2,9584,6300,3284,Credit Card,6,3,No,Weekend Deal
LM26-0191,2026-03-08,Central,Matale,Store,Consumer,Home,Air Fryer,1,24990,0.15,21242,17700,3542,Bank Transfer,0,5,No,New Year
LM26-0192,2026-02-26,Western,Negombo,Store,Consumer,Home,Table Lamp,2,5990,0,11980,6300,5680,Digital Wallet,0,4,No,None
LM26-0193,2026-06-25,Central,Nuwara Eliya,Online,Consumer,Electronics,Smart Watch,4,18990,0.05,72162,50752,21410,Bank Transfer,5,4,No,None
LM26-0194,2026-02-07,Western,Colombo,Store,Corporate,Sports,Yoga Mat,2,4490,0.25,6735,4200,2535,Digital Wallet,0,5,No,New Year
LM26-0195,2026-01-20,Central,Nuwara Eliya,Online,Corporate,Electronics,Wireless Earbuds,1,12990,0.25,9743,8528,1215,Digital Wallet,8,4,No,Weekend Deal
LM26-0196,2026-06-21,Western,Negombo,Store,Consumer,Electronics,Bluetooth Speaker,2,9990,0.15,16983,12896,4087,Credit Card,0,5,No,New Year
LM26-0197,2026-05-26,Southern,Galle,Mobile App,Consumer,Sports,Dumbbell Set,4,15990,0.15,54366,39200,15166,Debit Card,9,3,No,Weekend Deal
LM26-0198,2026-04-11,Western,Negombo,Online,Consumer,Home,Table Lamp,3,5990,0.05,17072,9450,7622,Digital Wallet,2,5,No,New Year
LM26-0199,2026-03-27,Northern,Kilinochchi,Online,Consumer,Home,Air Fryer,2,24990,0.2,39984,35400,4584,Cash on Delivery,8,2,No,App Exclusive
LM26-0200,2026-01-12,Western,Kalutara,Store,Small Business,Home,Table Lamp,4,5990,0.05,22762,12600,10162,Cash on Delivery,0,5,No,None
LM26-0201,2026-02-11,Central,Matale,Store,Consumer,Home,Rice Cooker,2,13990,0.05,26581,18800,7781,Digital Wallet,0,5,No,Weekend Deal
LM26-0202,2026-02-05,Eastern,Batticaloa,Online,Consumer,Electronics,Bluetooth Speaker,3,9990,0.1,26973,19344,7629,Digital Wallet,3,5,No,App Exclusive
LM26-0203,2026-06-20,North Central,Polonnaruwa,Mobile App,Corporate,Electronics,Wireless Earbuds,3,12990,0.1,35073,25584,9489,Digital Wallet,3,4,No,None
LM26-0204,2026-03-21,Sabaragamuwa,Kegalle,Store,Consumer,Beauty,Skin Care Set,3,8990,0.15,22925,13200,9725,Digital Wallet,0,4,No,New Year
LM26-0205,2026-06-05,North Central,Anuradhapura,Store,Consumer,Fashion,Running Shoes,1,10990,0.2,8792,6100,2692,Credit Card,0,4,No,New Year
LM26-0206,2026-04-16,North Central,Polonnaruwa,Mobile App,Consumer,Electronics,Wireless Earbuds,3,12990,0,38970,25584,13386,Debit Card,6,4,No,None
LM26-0207,2026-05-03,Uva,Badulla,Mobile App,Small Business,Beauty,Perfume,3,11990,0,35970,20700,15270,Bank Transfer,6,3,No,None
LM26-0208,2026-06-18,North Central,Anuradhapura,Store,Consumer,Beauty,Perfume,1,11990,0,11990,6900,5090,Credit Card,0,5,No,None
LM26-0209,2026-04-12,Western,Kalutara,Mobile App,Small Business,Fashion,Backpack,4,7490,0.05,28462,15200,13262,Bank Transfer,1,4,Yes,Weekend Deal
LM26-0210,2026-02-11,North Central,Polonnaruwa,Online,Corporate,Electronics,Wireless Earbuds,1,12990,0.1,11691,8528,3163,Credit Card,6,4,No,None
LM26-0211,2026-05-16,Central,Kandy,Mobile App,Consumer,Electronics,Wireless Earbuds,2,12990,0.2,20784,17056,3728,Credit Card,3,5,No,App Exclusive
LM26-0212,2026-05-22,Southern,Hambantota,Store,Consumer,Fashion,Backpack,3,7490,0.1,20223,11400,8823,Credit Card,0,5,No,Weekend Deal
LM26-0213,2026-06-19,Western,Colombo,Mobile App,Small Business,Home,Air Fryer,4,24990,0.05,94962,70800,24162,Credit Card,1,5,No,None
LM26-0214,2026-04-11,Southern,Hambantota,Online,Consumer,Sports,Cricket Bat,4,12990,0.05,49362,30400,18962,Digital Wallet,6,4,No,None
LM26-0215,2026-02-12,Eastern,Trincomalee,Store,Corporate,Fashion,Backpack,2,7490,0.05,14231,7600,6631,Digital Wallet,0,4,No,None
LM26-0216,2026-05-27,Southern,Hambantota,Mobile App,Consumer,Beauty,Perfume,4,11990,0.1,43164,27600,15564,Cash on Delivery,3,5,No,New Year
LM26-0217,2026-03-25,Sabaragamuwa,Kegalle,Store,Consumer,Electronics,Bluetooth Speaker,1,9990,0.1,8991,6448,2543,Debit Card,0,,No,Weekend Deal
LM26-0218,2026-06-18,Sabaragamuwa,Ratnapura,Online,Consumer,Home,Table Lamp,2,5990,0,11980,6300,5680,Digital Wallet,3,5,No,None
LM26-0219,2026-04-03,North Central,Polonnaruwa,Store,Consumer,Beauty,Hair Dryer,3,7990,0.05,22772,14100,8672,Debit Card,0,5,No,App Exclusive
LM26-0220,2026-06-24,Uva,Monaragala,Mobile App,Corporate,Beauty,Hair Dryer,1,7990,0.05,7591,4700,2891,Bank Transfer,2,5,No,None
LM26-0221,2026-01-19,Central,Kandy,Mobile App,Consumer,Fashion,Casual Shirt,4,4990,0.2,15968,9000,6968,Credit Card,3,4,No,App Exclusive
LM26-0222,2026-02-04,Southern,Matara,Store,Consumer,Fashion,Backpack,3,7490,0,22470,11400,11070,Cash on Delivery,0,5,No,None
LM26-0223,2026-01-21,Western,Kalutara,Online,Consumer,Fashion,Backpack,2,7490,0.05,14231,7600,6631,Bank Transfer,2,4,No,None
LM26-0224,2026-01-08,Southern,Hambantota,Store,Consumer,Electronics,Bluetooth Speaker,2,9990,0,19980,12896,7084,Debit Card,0,5,Yes,None
LM26-0225,2026-04-21,Southern,Hambantota,Mobile App,Small Business,Sports,Yoga Mat,1,4490,0.1,4041,2100,1941,Credit Card,3,4,No,Weekend Deal
LM26-0226,2026-05-30,Western,Negombo,Online,Consumer,Beauty,Skin Care Set,4,8990,0.05,34162,17600,16562,Debit Card,5,3,No,None
LM26-0227,2026-04-24,Central,Kandy,Store,Consumer,Electronics,Bluetooth Speaker,2,9990,0.05,18981,12896,6085,Debit Card,0,5,No,App Exclusive
LM26-0228,2026-02-05,Northern,Kilinochchi,Online,Small Business,Fashion,Running Shoes,2,10990,0.05,20881,12200,8681,Debit Card,4,4,No,None
LM26-0229,2026-05-31,Sabaragamuwa,Ratnapura,Store,Consumer,Home,Rice Cooker,3,13990,0.05,39872,28200,11672,Bank Transfer,0,5,No,Weekend Deal
LM26-0230,2026-03-16,Northern,Kilinochchi,Mobile App,Small Business,Fashion,Casual Shirt,3,4990,0,14970,6750,8220,Digital Wallet,8,,No,None
LM26-0231,2026-01-03,Central,Kandy,Store,Consumer,Home,Table Lamp,4,5990,0.1,21564,12600,8964,Digital Wallet,0,5,No,New Year
LM26-0232,2026-03-24,Central,Nuwara Eliya,Online,Consumer,Home,Table Lamp,4,5990,0,23960,12600,11360,Digital Wallet,5,4,No,None
LM26-0233,2026-04-21,Central,Nuwara Eliya,Mobile App,Corporate,Electronics,Bluetooth Speaker,4,9990,0.1,35964,25792,10172,Credit Card,2,5,No,None
LM26-0234,2026-06-14,Central,Nuwara Eliya,Mobile App,Small Business,Electronics,Smart Watch,4,18990,0.2,60768,50752,10016,Bank Transfer,5,4,No,Weekend Deal
LM26-0235,2026-03-18,Southern,Galle,Mobile App,Corporate,Sports,Cricket Bat,2,12990,0.15000000000000002,22083,15200,6883,Credit Card,5,4,No,Weekend Deal
LM26-0236,2026-05-17,Central,Nuwara Eliya,Online,Corporate,Sports,Cricket Bat,4,12990,0.05,49362,30400,18962,Credit Card,6,4,No,None
LM26-0237,2026-04-19,Sabaragamuwa,Ratnapura,Store,Consumer,Beauty,Hair Dryer,1,7990,0.1,7191,4700,2491,Bank Transfer,0,5,No,Weekend Deal
LM26-0238,2026-02-25,North Central,Anuradhapura,Mobile App,Consumer,Fashion,Running Shoes,3,10990,0.05,31322,18300,13022,Cash on Delivery,6,4,No,None
LM26-0239,2026-03-28,Western,Kalutara,Online,Small Business,Beauty,Skin Care Set,2,8990,0,17980,8800,9180,Credit Card,5,4,No,None
LM26-0240,2026-02-26,North Central,Anuradhapura,Online,Consumer,Beauty,Perfume,3,11990,0.05,34172,20700,13472,Bank Transfer,7,4,No,Weekend Deal
LM26-0241,2026-03-05,Uva,Monaragala,Online,Small Business,Electronics,Wireless Earbuds,4,12990,0.2,41568,34112,7456,Credit Card,8,4,No,App Exclusive
LM26-0242,2026-06-01,North Western,Puttalam,Mobile App,Corporate,Sports,Cricket Bat,1,12990,0.1,11691,7600,4091,Digital Wallet,9,4,No,New Year
LM26-0243,2026-03-31,Southern,Galle,Store,Consumer,Beauty,Skin Care Set,4,8990,0,35960,17600,18360,Debit Card,0,5,No,None
LM26-0244,2026-02-05,Sabaragamuwa,Ratnapura,Store,Consumer,Fashion,Running Shoes,4,10990,0,43960,24400,19560,Bank Transfer,0,3,Yes,None
LM26-0245,2026-01-03,North Western,Kurunegala,Mobile App,Small Business,Home,Rice Cooker,3,13990,0.05,39872,28200,11672,Credit Card,9,2,No,Weekend Deal
LM26-0246,2026-06-26,Western,Kalutara,Online,Consumer,Beauty,Hair Dryer,4,7990,0.05,30362,18800,11562,Digital Wallet,2,5,No,App Exclusive
LM26-0247,2026-02-04,Northern,Jaffna,Store,Small Business,Electronics,Smart Watch,4,18990,0.15,64566,50752,13814,Bank Transfer,0,4,No,New Year
LM26-0248,2026-06-10,North Central,Anuradhapura,Online,Consumer,Electronics,Bluetooth Speaker,3,9990,0,29970,19344,10626,Credit Card,3,3,Yes,None
LM26-0249,2026-02-11,Sabaragamuwa,Ratnapura,Mobile App,Small Business,Home,Table Lamp,4,5990,0.05,22762,12600,10162,Debit Card,7,4,No,App Exclusive
LM26-0250,2026-04-26,Sabaragamuwa,Ratnapura,Mobile App,Corporate,Home,Air Fryer,1,24990,0.1,22491,17700,4791,Credit Card,9,3,No,None
LM26-0251,2026-01-23,Western,Negombo,Online,Small Business,Beauty,Perfume,4,11990,0.2,38368,27600,10768,Credit Card,1,5,No,Weekend Deal
LM26-0252,2026-02-18,Western,Negombo,Mobile App,Consumer,Sports,Yoga Mat,2,4490,0.2,7184,4200,2984,Credit Card,5,4,No,App Exclusive
LM26-0253,2026-01-12,Southern,Galle,Store,Consumer,Home,Air Fryer,3,24990,0,74970,53100,21870,Credit Card,0,5,No,None
LM26-0254,2026-05-13,Western,Kalutara,Store,Consumer,Beauty,Hair Dryer,4,7990,0.05,30362,18800,11562,Debit Card,0,,No,App Exclusive
LM26-0255,2026-01-17,Northern,Jaffna,Online,Consumer,Home,Air Fryer,1,24990,0,24990,17700,7290,Bank Transfer,8,3,No,None
LM26-0256,2026-01-03,Sabaragamuwa,Ratnapura,Mobile App,Consumer,Beauty,Skin Care Set,1,8990,0,8990,4400,4590,Credit Card,8,,No,None
LM26-0257,2026-06-24,Eastern,Trincomalee,Store,Consumer,Fashion,Casual Shirt,4,4990,0.2,15968,9000,6968,Cash on Delivery,0,,No,New Year
LM26-0258,2026-04-07,Southern,Galle,Mobile App,Consumer,Fashion,Running Shoes,4,10990,0.15,37366,24400,12966,Debit Card,6,4,No,New Year
LM26-0259,2026-05-12,Central,Kandy,Mobile App,Consumer,Electronics,Smart Watch,2,18990,0.1,34182,25376,8806,Debit Card,5,4,No,New Year
LM26-0260,2026-05-27,Central,Matale,Mobile App,Corporate,Fashion,Backpack,3,7490,0.25,16853,11400,5453,Digital Wallet,5,4,No,App Exclusive
LM26-0261,2026-04-27,Western,Negombo,Mobile App,Consumer,Fashion,Running Shoes,4,10990,0,43960,24400,19560,Credit Card,1,4,No,None
LM26-0262,2026-05-05,Central,Nuwara Eliya,Online,Consumer,Electronics,Bluetooth Speaker,4,9990,0.05,37962,25792,12170,Digital Wallet,3,4,No,None
LM26-0263,2026-01-22,Sabaragamuwa,Ratnapura,Online,Consumer,Home,Table Lamp,2,5990,0,11980,6300,5680,Debit Card,5,,No,None
LM26-0264,2026-03-14,Western,Kalutara,Store,Small Business,Sports,Cricket Bat,4,12990,0.15,44166,30400,13766,Bank Transfer,0,5,No,Weekend Deal
LM26-0265,2026-05-14,North Western,Kurunegala,Mobile App,Corporate,Home,Air Fryer,4,24990,0.05,94962,70800,24162,Bank Transfer,5,5,No,None
LM26-0266,2026-01-17,Central,Matale,Store,Corporate,Sports,Yoga Mat,3,4490,0.05,12797,6300,6497,Credit Card,0,5,No,None
LM26-0267,2026-03-21,Uva,Badulla,Online,Consumer,Electronics,Wireless Earbuds,4,12990,0,51960,34112,17848,Digital Wallet,5,3,No,None
LM26-0268,2026-01-09,Western,Negombo,Store,Small Business,Sports,Yoga Mat,4,4490,0.05,17062,8400,8662,Cash on Delivery,0,5,No,None
LM26-0269,2026-05-28,Western,Negombo,Store,Consumer,Electronics,Bluetooth Speaker,2,9990,0.15,16983,12896,4087,Bank Transfer,0,,No,New Year
LM26-0270,2026-03-17,Southern,Galle,Store,Corporate,Fashion,Casual Shirt,4,4990,0.25,14970,9000,5970,Debit Card,0,,No,App Exclusive
LM26-0271,2026-03-10,Eastern,Trincomalee,Mobile App,Consumer,Home,Table Lamp,4,5990,0.2,19168,12600,6568,Debit Card,9,2,No,Weekend Deal
LM26-0272,2026-05-08,Eastern,Trincomalee,Store,Consumer,Electronics,Smart Watch,4,18990,0,75960,50752,25208,Digital Wallet,0,5,No,None
LM26-0273,2026-04-11,Sabaragamuwa,Kegalle,Mobile App,Corporate,Fashion,Casual Shirt,4,4990,0.05,18962,9000,9962,Digital Wallet,6,4,No,None
LM26-0274,2026-04-12,North Central,Anuradhapura,Store,Consumer,Electronics,Smart Watch,2,18990,0,37980,25376,12604,Debit Card,0,5,No,None
LM26-0275,2026-04-22,Northern,Kilinochchi,Online,Corporate,Sports,Dumbbell Set,2,15990,0.1,28782,19600,9182,Credit Card,3,5,No,None
LM26-0276,2026-02-27,North Western,Puttalam,Mobile App,Consumer,Sports,Cricket Bat,4,12990,0.05,49362,30400,18962,Digital Wallet,7,3,No,None
LM26-0277,2026-05-22,Northern,Jaffna,Store,Consumer,Fashion,Backpack,1,7490,0,7490,3800,3690,Debit Card,0,5,No,None
LM26-0278,2026-06-29,Uva,Monaragala,Online,Corporate,Fashion,Casual Shirt,3,4990,0.05,14222,6750,7472,Bank Transfer,4,4,No,None
LM26-0279,2026-01-08,Southern,Matara,Store,Small Business,Sports,Cricket Bat,1,12990,0.1,11691,7600,4091,Debit Card,0,5,No,Weekend Deal
LM26-0280,2026-05-21,Eastern,Batticaloa,Online,Consumer,Fashion,Running Shoes,3,10990,0.05,31322,18300,13022,Debit Card,9,3,No,App Exclusive
LM26-0281,2026-03-30,Sabaragamuwa,Ratnapura,Mobile App,Small Business,Home,Air Fryer,3,24990,0.1,67473,53100,14373,Debit Card,5,4,No,Weekend Deal
LM26-0282,2026-03-29,Western,Negombo,Online,Consumer,Electronics,Bluetooth Speaker,1,9990,0,9990,6448,3542,Debit Card,6,4,No,None
LM26-0283,2026-04-16,Central,Kandy,Online,Corporate,Beauty,Hair Dryer,2,7990,0.2,12784,9400,3384,Cash on Delivery,9,3,No,Weekend Deal
LM26-0284,2026-02-17,Southern,Galle,Mobile App,Corporate,Home,Air Fryer,4,24990,0.05,94962,70800,24162,Digital Wallet,2,5,No,None
LM26-0285,2026-05-22,Western,Negombo,Store,Consumer,Home,Table Lamp,1,5990,0.05,5691,3150,2541,Credit Card,0,5,No,New Year
LM26-0286,2026-04-16,Southern,Matara,Mobile App,Consumer,Electronics,Bluetooth Speaker,4,9990,0,39960,25792,14168,Credit Card,7,4,No,None
LM26-0287,2026-06-09,Western,Kalutara,Online,Small Business,Beauty,Skin Care Set,2,8990,0.1,16182,8800,7382,Bank Transfer,8,3,No,Weekend Deal
LM26-0288,2026-01-24,Sabaragamuwa,Kegalle,Store,Consumer,Electronics,Wireless Earbuds,2,12990,0.05,24681,17056,7625,Credit Card,0,5,No,None
LM26-0289,2026-02-19,Eastern,Batticaloa,Online,Corporate,Beauty,Hair Dryer,2,7990,0.1,14382,9400,4982,Digital Wallet,6,4,No,None
LM26-0290,2026-01-15,Western,Kalutara,Online,Corporate,Fashion,Casual Shirt,1,4990,0.2,3992,2250,1742,Credit Card,3,3,Yes,New Year
LM26-0291,2026-02-13,North Central,Polonnaruwa,Online,Corporate,Fashion,Running Shoes,2,10990,0.2,17584,12200,5384,Digital Wallet,9,3,No,Weekend Deal
LM26-0292,2026-06-19,Central,Matale,Online,Consumer,Beauty,Perfume,4,11990,0.2,38368,27600,10768,Debit Card,4,4,No,New Year
LM26-0293,2026-06-04,Northern,Jaffna,Store,Consumer,Beauty,Skin Care Set,3,8990,0.2,21576,13200,8376,Bank Transfer,0,4,No,Weekend Deal
LM26-0294,2026-04-20,Western,Kalutara,Online,Consumer,Sports,Cricket Bat,4,12990,0.05,49362,30400,18962,Credit Card,3,4,No,None
LM26-0295,2026-04-20,North Western,Kurunegala,Online,Small Business,Home,Air Fryer,4,24990,0.15,84966,70800,14166,Cash on Delivery,3,4,No,New Year
LM26-0296,2026-06-11,Central,Matale,Store,Small Business,Fashion,Backpack,2,7490,0.05,14231,7600,6631,Cash on Delivery,0,5,No,New Year
LM26-0297,2026-05-07,Western,Kalutara,Mobile App,Consumer,Sports,Cricket Bat,1,12990,0.1,11691,7600,4091,Credit Card,5,3,No,New Year
LM26-0298,2026-02-13,Western,Negombo,Store,Corporate,Beauty,Hair Dryer,4,7990,0.1,28764,18800,9964,Debit Card,0,5,No,New Year
LM26-0299,2026-05-26,North Western,Puttalam,Mobile App,Consumer,Fashion,Casual Shirt,1,4990,0,4990,2250,2740,Bank Transfer,5,3,No,None
LM26-0300,2026-03-14,North Western,Puttalam,Store,Consumer,Home,Rice Cooker,2,13990,0,27980,18800,9180,Digital Wallet,0,5,No,None
LM26-0301,2026-04-17,Sabaragamuwa,Kegalle,Online,Consumer,Home,Rice Cooker,3,13990,0.1,37773,28200,9573,Bank Transfer,6,5,No,Weekend Deal
LM26-0302,2026-01-12,North Central,Polonnaruwa,Online,Consumer,Sports,Dumbbell Set,3,15990,0,47970,29400,18570,Credit Card,5,3,No,None
LM26-0303,2026-06-08,Western,Kalutara,Store,Consumer,Home,Table Lamp,1,5990,0.15,5092,3150,1942,Digital Wallet,0,5,No,New Year
LM26-0304,2026-05-14,Western,Colombo,Online,Consumer,Sports,Yoga Mat,1,4490,0.05,4266,2100,2166,Bank Transfer,5,3,No,None
LM26-0305,2026-05-21,Northern,Jaffna,Mobile App,Corporate,Home,Rice Cooker,3,13990,0.25,31478,28200,3278,Cash on Delivery,6,4,No,New Year
LM26-0306,2026-01-02,Southern,Matara,Mobile App,Small Business,Fashion,Backpack,4,7490,0.05,28462,15200,13262,Bank Transfer,3,4,No,None
LM26-0307,2026-01-21,Central,Kandy,Store,Consumer,Electronics,Bluetooth Speaker,2,9990,0,19980,12896,7084,Debit Card,0,,No,None
LM26-0308,2026-06-04,North Central,Polonnaruwa,Online,Consumer,Fashion,Running Shoes,2,10990,0.15,18683,12200,6483,Digital Wallet,8,3,No,New Year
LM26-0309,2026-01-17,Central,Kandy,Mobile App,Corporate,Sports,Cricket Bat,3,12990,0.25,29228,22800,6428,Debit Card,8,3,No,Weekend Deal
LM26-0310,2026-03-28,Eastern,Batticaloa,Mobile App,Consumer,Home,Rice Cooker,2,13990,0.1,25182,18800,6382,Cash on Delivery,5,3,No,New Year
LM26-0311,2026-01-06,Western,Kalutara,Store,Consumer,Home,Table Lamp,2,5990,0,11980,6300,5680,Cash on Delivery,0,4,No,None
LM26-0312,2026-01-09,Eastern,Batticaloa,Online,Small Business,Home,Air Fryer,2,24990,0.05,47481,35400,12081,Debit Card,3,4,No,None
LM26-0313,2026-05-24,Eastern,Trincomalee,Online,Corporate,Sports,Cricket Bat,1,12990,0.05,12341,7600,4741,Bank Transfer,4,5,No,None
LM26-0314,2026-03-04,Western,Colombo,Mobile App,Consumer,Home,Air Fryer,3,24990,0.2,59976,53100,6876,Cash on Delivery,2,5,No,App Exclusive
LM26-0315,2026-02-15,North Central,Polonnaruwa,Online,Small Business,Home,Air Fryer,3,24990,0,74970,53100,21870,Digital Wallet,6,4,No,None
LM26-0316,2026-03-25,North Central,Polonnaruwa,Mobile App,Small Business,Beauty,Hair Dryer,3,7990,0.15,20375,14100,6275,Debit Card,7,3,No,Weekend Deal
LM26-0317,2026-02-12,Central,Matale,Store,Corporate,Electronics,Smart Watch,1,18990,0.2,15192,12688,2504,Debit Card,0,5,No,New Year
LM26-0318,2026-05-03,Western,Kalutara,Mobile App,Consumer,Home,Air Fryer,1,24990,0,24990,17700,7290,Bank Transfer,4,4,No,None
LM26-0319,2026-06-02,Western,Kalutara,Store,Consumer,Home,Air Fryer,2,24990,0.2,39984,35400,4584,Digital Wallet,0,4,No,Weekend Deal
LM26-0320,2026-06-23,Western,Colombo,Mobile App,Consumer,Electronics,Wireless Earbuds,3,12990,0.2,31176,25584,5592,Cash on Delivery,6,3,No,App Exclusive
LM26-0321,2026-06-18,Western,Negombo,Mobile App,Consumer,Electronics,Smart Watch,4,18990,0.05,72162,50752,21410,Bank Transfer,2,4,No,New Year
LM26-0322,2026-06-14,Northern,Jaffna,Store,Consumer,Electronics,Wireless Earbuds,1,12990,0,12990,8528,4462,Debit Card,0,,No,None
LM26-0323,2026-06-07,Southern,Galle,Online,Consumer,Electronics,Bluetooth Speaker,2,9990,0,19980,12896,7084,Debit Card,9,2,No,None
LM26-0324,2026-06-25,Northern,Jaffna,Store,Corporate,Fashion,Running Shoes,2,10990,0.25,16485,12200,4285,Digital Wallet,0,4,No,New Year
LM26-0325,2026-02-25,Central,Kandy,Online,Consumer,Electronics,Bluetooth Speaker,2,9990,0.1,17982,12896,5086,Cash on Delivery,6,4,No,App Exclusive
LM26-0326,2026-06-20,Western,Kalutara,Online,Consumer,Beauty,Hair Dryer,1,7990,0.2,6392,4700,1692,Debit Card,6,4,No,New Year
LM26-0327,2026-01-17,Southern,Matara,Online,Consumer,Home,Rice Cooker,3,13990,0.05,39872,28200,11672,Bank Transfer,7,3,No,None
LM26-0328,2026-01-28,Southern,Hambantota,Mobile App,Consumer,Beauty,Skin Care Set,2,8990,0.05,17081,8800,8281,Digital Wallet,5,4,No,Weekend Deal
LM26-0329,2026-02-02,Western,Colombo,Store,Consumer,Home,Air Fryer,4,24990,0.15,84966,70800,14166,Debit Card,0,5,No,Weekend Deal
LM26-0330,2026-01-01,Southern,Matara,Online,Consumer,Electronics,Wireless Earbuds,1,12990,0.05,12341,8528,3813,Digital Wallet,2,5,No,None
LM26-0331,2026-01-01,Western,Kalutara,Mobile App,Consumer,Fashion,Running Shoes,2,10990,0.2,17584,12200,5384,Cash on Delivery,7,3,No,App Exclusive
LM26-0332,2026-02-15,North Western,Kurunegala,Online,Consumer,Fashion,Casual Shirt,4,4990,0,19960,9000,10960,Debit Card,3,5,No,None
LM26-0333,2026-01-21,Southern,Galle,Store,Consumer,Electronics,Smart Watch,4,18990,0,75960,50752,25208,Cash on Delivery,0,,No,None
LM26-0334,2026-04-26,Western,Kalutara,Mobile App,Small Business,Sports,Cricket Bat,4,12990,0,51960,30400,21560,Bank Transfer,4,4,No,None
LM26-0335,2026-04-22,Western,Colombo,Mobile App,Consumer,Sports,Dumbbell Set,1,15990,0.05,15191,9800,5391,Debit Card,1,4,No,Weekend Deal
LM26-0336,2026-04-25,Southern,Matara,Store,Consumer,Fashion,Casual Shirt,2,4990,0.2,7984,4500,3484,Debit Card,0,5,No,App Exclusive
LM26-0337,2026-03-23,Western,Colombo,Online,Small Business,Electronics,Bluetooth Speaker,3,9990,0.15,25475,19344,6131,Digital Wallet,4,4,No,New Year
LM26-0338,2026-03-21,North Central,Polonnaruwa,Online,Consumer,Beauty,Skin Care Set,2,8990,0,17980,8800,9180,Cash on Delivery,4,3,No,None
LM26-0339,2026-06-24,Western,Kalutara,Mobile App,Consumer,Fashion,Casual Shirt,3,4990,0.1,13473,6750,6723,Credit Card,5,4,No,Weekend Deal
LM26-0340,2026-03-18,Uva,Monaragala,Store,Corporate,Beauty,Hair Dryer,2,7990,0.1,14382,9400,4982,Bank Transfer,0,,No,None
LM26-0341,2026-02-14,Western,Kalutara,Store,Consumer,Fashion,Backpack,3,7490,0.2,17976,11400,6576,Debit Card,0,5,No,New Year
